customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
3128-YOVTD,Female,0,yes,yes,51,yes,no,Fiber optic,yes,yes,no,no,no,no,Month-to-month,yes,Bank transfer (automatic),79.15,4018.55,no
0529-ONKER,Male,1,no,no,15,yes,yes,Fiber optic,no,no,no,no,no,no,Month-to-month,no,Electronic check,75.65,1146.65,yes
1728-CXQBE,Male,1,yes,no,64,yes,yes,Fiber optic,no,yes,yes,no,no,yes,Month-to-month,yes,Electronic check,94.25,6081.4,no
7041-TXQJH,Female,0,no,no,37,no,no phone service,DSL,no,no,yes,no,no,yes,Month-to-month,yes,Credit card (automatic),40.2,1478.85,no
5014-GSOUQ,Male,0,no,no,13,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,no,Mailed check,19.95,243.65,no
5724-BIDBU,Male,0,yes,no,49,yes,yes,DSL,yes,no,no,no,no,no,One year,yes,Electronic check,55.35,2633.95,no
0481-SUMCB,Female,1,no,no,45,yes,yes,Fiber optic,no,no,yes,no,yes,yes,One year,yes,Bank transfer (automatic),102.15,4735.35,no
1769-GRUIK,Female,0,no,no,18,yes,no,Fiber optic,no,no,no,no,no,no,Month-to-month,yes,Electronic check,71.1,1247.75,no
5240-IJOQT,Male,1,no,no,1,yes,yes,Fiber optic,no,no,no,no,no,no,Month-to-month,yes,Electronic check,74.7,74.7,yes
8819-WFGGJ,Male,0,yes,no,68,no,no phone service,DSL,yes,no,yes,no,yes,yes,Two year,yes,Bank transfer (automatic),54.1,3794.5,no
7427-AUFPY,Male,0,no,no,54,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,no,Credit card (automatic),19.65,1008.7,no
2811-POVEX,Female,1,yes,yes,23,yes,no,Fiber optic,no,yes,yes,no,no,yes,Month-to-month,yes,Bank transfer (automatic),88.45,2130.55,no
1092-GANHU,Male,0,no,no,17,yes,no,Fiber optic,no,no,yes,no,no,no,Month-to-month,yes,Electronic check,76.65,1313.55,yes
7898-PDWQE,Male,0,yes,no,71,yes,yes,DSL,yes,yes,yes,yes,no,yes,Two year,no,Credit card (automatic),80.4,5727.15,no
9972-EWRJS,Female,0,yes,yes,67,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,yes,Bank transfer (automatic),19.25,1372.9,no
9314-IJWSQ,Female,0,yes,yes,14,yes,yes,Fiber optic,no,no,no,no,yes,no,Month-to-month,yes,Electronic check,84.8,1203.9,no
0661-XEYAN,Female,1,no,no,1,no,no phone service,DSL,no,no,no,no,no,no,Month-to-month,yes,Mailed check,25.8,25.8,yes
5799-JRCZO,Female,0,no,yes,63,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,no,Credit card (automatic),19.5,1215.1,no
1921-KYSAY,Female,0,no,no,41,yes,yes,DSL,no,no,yes,yes,no,yes,One year,yes,Electronic check,68.6,2877.05,no
6198-RTPMF,Female,0,yes,no,17,yes,yes,Fiber optic,no,no,no,no,yes,yes,Month-to-month,no,Electronic check,92.6,1579.7,no
2924-KHUVI,Male,0,yes,no,56,yes,yes,Fiber optic,yes,no,no,no,yes,yes,One year,yes,Electronic check,100.55,5514.95,no
1925-GMVBW,Female,0,no,no,5,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Month-to-month,no,Credit card (automatic),20.55,96.1,no
7881-EVUAD,Female,0,no,no,2,no,no phone service,DSL,yes,yes,no,no,no,yes,Month-to-month,yes,Electronic check,42.6,72.4,yes
6184-DYUOB,Female,0,yes,no,3,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Month-to-month,yes,Mailed check,19.6,55.25,no
9207-ZPANB,Male,0,no,no,37,yes,yes,DSL,yes,yes,yes,yes,no,no,One year,no,Electronic check,67.45,2443.3,no
5766-XQXMQ,Female,0,no,no,29,yes,no,DSL,yes,yes,yes,no,no,yes,Month-to-month,yes,Bank transfer (automatic),68.85,1970.5,yes
9327-QSDED,Male,0,no,no,8,yes,no,DSL,no,no,no,no,no,no,Month-to-month,no,Mailed check,43.55,335.4,no
1656-DRSMG,Female,0,no,no,63,yes,yes,Fiber optic,no,yes,yes,yes,yes,yes,Month-to-month,yes,Credit card (automatic),109.85,7002.95,no
3012-VFFMN,Female,0,yes,yes,7,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Month-to-month,no,Mailed check,20.65,158.95,no
2984-AFWNC,Female,0,no,no,3,yes,no,Fiber optic,no,yes,no,no,yes,yes,Month-to-month,no,Electronic check,95.4,293.15,no
0640-YJTPY,Male,0,yes,yes,72,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,no,Bank transfer (automatic),21,1493.75,no
8096-LOIST,Female,0,no,no,19,yes,no,DSL,no,no,no,no,no,yes,Month-to-month,yes,Electronic check,56.2,1093.4,no
9764-REAFF,Female,0,yes,no,59,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,no,Bank transfer (automatic),18.4,1057.85,no
3703-VAVCL,Male,0,yes,yes,2,yes,no,Fiber optic,no,no,yes,yes,no,yes,Month-to-month,no,Credit card (automatic),90,190.05,yes
7107-UBYKY,Female,0,yes,yes,35,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Month-to-month,yes,Electronic check,25.75,882.55,no
4881-GQJTW,Male,0,no,no,14,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Month-to-month,no,Credit card (automatic),19.6,300.4,no
8519-QJGJD,Female,0,no,no,14,yes,no,Fiber optic,no,no,yes,no,no,no,Month-to-month,no,Electronic check,75.35,1025.95,yes
7876-DNYAP,Female,0,yes,yes,69,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,no,Credit card (automatic),19.8,1436.95,no
7905-NJMXS,Male,1,yes,no,7,yes,yes,DSL,yes,yes,no,yes,no,no,Month-to-month,no,Electronic check,64.2,475,no
2882-WDTBA,Male,0,yes,yes,69,yes,no,DSL,yes,yes,yes,yes,yes,no,Two year,yes,Bank transfer (automatic),75.75,5388.15,no
2091-GPPIQ,Female,0,yes,yes,72,yes,yes,DSL,no,yes,no,yes,yes,yes,Two year,yes,Electronic check,78.95,5730.15,no
6326-MTTXK,Male,0,no,no,8,yes,yes,Fiber optic,no,yes,no,no,yes,yes,Month-to-month,no,Electronic check,100.85,819.55,yes
5071-FBJFS,Female,0,yes,yes,4,yes,no,DSL,yes,no,no,no,no,no,Month-to-month,no,Electronic check,50.3,217.1,no
2796-UUZZO,Male,0,yes,yes,63,yes,no,Fiber optic,no,yes,yes,no,no,no,Month-to-month,yes,Credit card (automatic),80.3,4896.35,no
2429-AYKKO,Male,0,no,no,72,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,no,Bank transfer (automatic),19.85,1434.1,no
9798-OPFEM,Female,0,no,no,46,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,yes,Electronic check,21.1,937.1,no
0330-IVZHA,Female,0,yes,no,5,yes,no,Fiber optic,no,no,no,no,no,no,Month-to-month,no,Electronic check,69.95,330.15,yes
3794-NFNCH,Male,0,yes,no,30,yes,no,DSL,no,no,yes,no,no,no,Month-to-month,yes,Mailed check,50,1474.9,no
5193-QLVZB,Male,0,no,no,63,yes,yes,Fiber optic,no,yes,yes,no,yes,yes,Two year,yes,Bank transfer (automatic),104.75,6536.5,no
7114-AEOZE,Female,0,no,no,60,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,no,Bank transfer (automatic),19.85,1128.1,no
2886-KEFUM,Female,0,yes,no,63,yes,yes,Fiber optic,no,yes,yes,no,yes,yes,One year,yes,Electronic check,107.5,6873.75,yes
5522-NYKPB,Male,0,yes,yes,25,yes,no,Fiber optic,no,no,no,yes,yes,no,Month-to-month,no,Electronic check,85.9,2199.05,no
4237-RLAQD,Male,0,no,no,1,yes,no,DSL,no,no,no,no,no,no,Month-to-month,yes,Mailed check,45.85,45.85,yes
9957-YODKZ,Male,1,yes,no,6,yes,yes,Fiber optic,no,no,yes,no,no,no,Month-to-month,yes,Electronic check,80.8,457.1,no
6518-KZXCB,Male,0,no,no,22,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,no,Mailed check,25.25,566.5,no
2245-ADZFJ,Female,0,yes,yes,31,yes,yes,DSL,no,yes,no,yes,yes,yes,Two year,no,Bank transfer (automatic),80.55,2471.6,no
7776-QGYJC,Female,0,yes,yes,39,yes,no,Fiber optic,no,no,yes,yes,no,no,Month-to-month,yes,Bank transfer (automatic),81.5,3107.3,no
9313-QOLTZ,Male,0,no,no,26,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Month-to-month,no,Mailed check,20.9,518.3,no
9651-GTSAQ,Female,0,yes,no,53,yes,no,Fiber optic,yes,yes,yes,no,yes,yes,One year,yes,Bank transfer (automatic),106.1,5769.75,yes
3186-BAXNB,Female,0,no,no,1,yes,no,Fiber optic,no,yes,no,yes,yes,no,Month-to-month,no,Electronic check,91.7,91.7,yes
4672-FOTSD,Male,0,no,no,12,yes,yes,DSL,yes,yes,no,yes,no,no,Month-to-month,yes,Electronic check,67.25,832.3,no
0637-YLETY,Female,0,no,no,16,yes,yes,Fiber optic,no,yes,yes,no,no,yes,Month-to-month,yes,Credit card (automatic),95.6,1555.65,yes
9818-XQCUV,Female,0,no,no,2,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Month-to-month,no,Mailed check,20.35,45.3,no
7338-ERIVA,Male,0,no,yes,39,no,no phone service,DSL,yes,no,no,yes,yes,no,One year,no,Bank transfer (automatic),45.05,1790.6,no
1157-BQCUW,Male,0,no,no,1,yes,yes,Fiber optic,no,no,no,no,no,no,Month-to-month,yes,Electronic check,74.95,74.95,yes
8259-NFJTV,Female,0,yes,yes,7,no,no phone service,DSL,yes,no,no,yes,no,no,Month-to-month,no,Mailed check,34.65,246.6,no
3223-DWFIO,Male,1,no,no,4,yes,no,Fiber optic,no,no,no,no,no,no,Month-to-month,no,Electronic check,69.35,261.65,no
2660-EMUBI,Male,1,no,no,10,yes,yes,Fiber optic,no,no,no,no,yes,yes,Month-to-month,yes,Electronic check,95.35,898.35,yes
6968-GMKPR,Female,0,no,no,55,yes,no,Fiber optic,no,yes,yes,no,no,no,Month-to-month,yes,Electronic check,81.55,4509.5,no
4751-ERMAN,Male,0,yes,yes,72,yes,no,DSL,no,yes,yes,no,yes,yes,Two year,yes,Bank transfer (automatic),75.4,5480.25,no
1436-ZMJAN,Female,0,yes,no,10,yes,no,DSL,no,no,yes,no,yes,yes,Month-to-month,yes,Credit card (automatic),67.8,653.15,no
3292-PBZEJ,Male,1,no,no,11,yes,yes,Fiber optic,no,yes,yes,yes,yes,yes,Month-to-month,yes,Electronic check,111.4,1183.05,no
0799-DDIHE,Female,0,yes,yes,15,yes,no,DSL,no,no,no,no,no,no,Month-to-month,no,Electronic check,46.3,639.45,no
3070-FNFZQ,Female,0,yes,yes,23,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,no,Bank transfer (automatic),20.4,478.75,no
2812-SFXMJ,Male,0,no,yes,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Month-to-month,no,Mailed check,20.05,20.05,no
7675-OZCZG,Female,1,no,no,3,yes,no,DSL,no,no,no,no,no,no,Month-to-month,no,Electronic check,45,127.1,yes
5014-WUQMG,Male,0,yes,yes,47,yes,no,Fiber optic,yes,yes,yes,no,no,yes,One year,yes,Electronic check,96.1,4391.45,no
5312-TSZVC,Female,0,no,yes,15,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,One year,no,Mailed check,19.65,270.6,no
2003-CKLOR,Male,0,no,no,66,yes,no,Fiber optic,no,yes,yes,no,yes,yes,Month-to-month,no,Electronic check,99.5,6710.5,yes
0993-OSGPT,Female,1,yes,no,68,yes,no,DSL,no,yes,yes,yes,no,no,One year,yes,Bank transfer (automatic),60.65,3975.9,no
9254-RBFON,Female,0,yes,yes,17,yes,no,Fiber optic,no,no,yes,yes,yes,yes,One year,no,Bank transfer (automatic),98.6,1704.95,yes
1205-WNWPJ,Female,0,no,no,7,yes,no,DSL,no,no,no,yes,yes,no,Month-to-month,yes,Mailed check,59.5,415.95,yes
9391-EOYLI,Male,1,yes,no,12,yes,no,Fiber optic,no,no,no,no,no,yes,Month-to-month,yes,Electronic check,80.45,950.2,yes
7108-DGVUU,Female,1,yes,no,21,yes,yes,DSL,no,yes,yes,no,no,yes,One year,no,Bank transfer (automatic),71.7,1497.05,no
2782-JEEBU,Male,0,no,no,21,no,no phone service,DSL,no,yes,no,yes,no,no,Month-to-month,yes,Mailed check,36,780.15,no
5127-BZENZ,Female,0,yes,yes,56,yes,yes,DSL,yes,no,no,no,yes,no,One year,no,Bank transfer (automatic),65.2,3512.15,no
2720-FVBQP,Female,0,yes,yes,6,yes,yes,DSL,no,no,no,no,no,no,Month-to-month,yes,Credit card (automatic),48.95,273.25,no
9906-NHHVC,Female,1,no,no,65,no,no phone service,DSL,no,yes,yes,no,yes,yes,Two year,yes,Bank transfer (automatic),53.5,3517.9,no
4522-XRWWI,Male,0,yes,no,42,yes,yes,DSL,yes,no,no,yes,yes,yes,One year,no,Credit card (automatic),80.45,3375.9,no
3766-EJLFL,Female,0,yes,yes,68,yes,yes,Fiber optic,yes,no,yes,yes,yes,yes,Two year,yes,Bank transfer (automatic),109.05,7508.55,no
5939-SXWHM,Male,0,yes,yes,48,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,no,Bank transfer (automatic),26.3,1245.05,no
8152-UOBNY,Female,1,no,no,50,yes,yes,Fiber optic,no,yes,no,yes,yes,yes,One year,yes,Electronic check,106.8,5347.95,no
7351-KYHQH,Female,1,no,no,7,yes,no,DSL,no,yes,yes,no,yes,no,Month-to-month,yes,Electronic check,64.95,493.65,no
7643-RCHXS,Female,0,yes,yes,63,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,no,Electronic check,19.35,1263.85,no
8246-SHFGA,Male,0,no,no,17,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Month-to-month,no,Credit card (automatic),21.1,385.55,no
8387-MOJJT,Female,0,yes,yes,42,yes,no,Fiber optic,no,no,no,no,yes,no,Month-to-month,yes,Credit card (automatic),77.95,3384,yes
0620-XEFWH,Male,0,yes,yes,4,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Month-to-month,no,Mailed check,18.85,84.2,no
6485-QXWWE,Female,0,no,yes,62,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,no,Bank transfer (automatic),26,1638.7,no
2761-OCIAX,Male,1,no,no,2,yes,no,Fiber optic,no,yes,no,no,no,no,Month-to-month,yes,Electronic check,74.7,165.4,yes
7321-VGNKU,Female,0,yes,no,2,yes,no,Fiber optic,no,no,no,no,no,no,Month-to-month,yes,Electronic check,70.35,120.25,no
5327-CNLUQ,Male,0,yes,no,48,yes,yes,Fiber optic,yes,yes,yes,no,yes,no,Two year,yes,Bank transfer (automatic),96.9,4473.45,no
7552-KEYGT,Male,0,yes,no,27,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,no,Bank transfer (automatic),19.55,520.55,no
5816-JMLGY,Female,0,yes,yes,70,yes,no,DSL,no,yes,yes,yes,yes,yes,Two year,yes,Bank transfer (automatic),80.4,5717.85,no
3068-OMWZA,Male,1,no,no,1,yes,yes,Fiber optic,no,no,yes,no,yes,no,Month-to-month,yes,Electronic check,88.8,88.8,yes
2927-QRRQV,Male,0,yes,no,46,yes,yes,Fiber optic,no,yes,yes,no,yes,no,One year,yes,Electronic check,94.65,4312.5,no
6032-KRXXO,Male,0,no,no,30,yes,no,Fiber optic,no,no,no,no,yes,yes,Month-to-month,yes,Electronic check,90.25,2755.35,yes
7459-RRWQZ,Female,0,no,no,15,yes,yes,DSL,yes,no,no,no,no,yes,Month-to-month,yes,Bank transfer (automatic),64.65,994.55,yes
6265-SXWBU,Male,0,yes,yes,69,yes,yes,Fiber optic,no,yes,yes,no,yes,no,One year,no,Credit card (automatic),95.75,6511.25,no
7941-RCJOW,Male,0,no,no,65,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,yes,Credit card (automatic),19.55,1218.65,no
6374-NTQLP,Male,1,yes,yes,72,yes,no,Fiber optic,yes,no,yes,yes,yes,yes,Two year,yes,Credit card (automatic),104.1,7447.7,no
4154-AQUGT,Male,1,yes,no,13,yes,no,Fiber optic,no,yes,no,yes,no,yes,Month-to-month,yes,Bank transfer (automatic),89.05,1169.35,yes
2387-KDZQY,Male,0,no,no,17,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,One year,yes,Mailed check,20.1,279.5,no
3584-WKTTW,Male,0,yes,no,51,yes,yes,Fiber optic,yes,no,yes,yes,yes,yes,One year,yes,Electronic check,111.55,5720.35,no
3399-BMLVW,Male,0,yes,yes,51,yes,no,DSL,yes,yes,no,yes,no,no,Two year,no,Credit card (automatic),60.5,3121.45,no
1971-DTCZB,Female,0,yes,no,72,yes,yes,DSL,yes,yes,yes,yes,yes,yes,Two year,yes,Bank transfer (automatic),90.95,6468.6,no
3092-IGHWF,Male,0,yes,yes,67,yes,yes,Fiber optic,no,yes,yes,no,no,no,One year,no,Electronic check,87.4,5918.8,yes
3374-PZLXD,Male,0,no,no,34,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Month-to-month,no,Mailed check,19.7,675.6,no
3813-DHBBB,Male,0,yes,no,67,no,no phone service,DSL,yes,yes,no,yes,no,yes,Two year,yes,Bank transfer (automatic),50.95,3521.7,no
2812-REYAT,Female,0,yes,no,49,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,One year,yes,Bank transfer (automatic),20.05,923.1,no
6518-PPLMZ,Male,0,yes,yes,53,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,yes,Mailed check,19.4,1110.35,no
4939-KYYPY,Male,0,no,no,27,yes,yes,DSL,no,no,yes,yes,no,no,Month-to-month,no,Electronic check,59.45,1611.65,no
8017-LXHFA,Female,1,no,no,23,yes,no,Fiber optic,no,yes,no,no,yes,yes,Month-to-month,yes,Electronic check,94.75,2293.6,yes
5930-GBIWP,Male,0,no,no,69,yes,yes,DSL,yes,yes,yes,yes,no,yes,Two year,yes,Credit card (automatic),81.5,5553.25,no
6022-KOUQO,Female,0,yes,yes,2,no,no phone service,DSL,no,no,no,yes,no,no,Month-to-month,no,Bank transfer (automatic),29.05,44.75,no
6352-TWCAU,Female,0,no,no,35,yes,yes,Fiber optic,no,no,no,no,yes,no,Month-to-month,yes,Electronic check,86.45,3029.1,yes
2361-UPSND,Female,0,yes,no,46,yes,no,DSL,yes,yes,no,yes,no,yes,One year,no,Mailed check,70.6,3231.05,no
6035-RIIOM,Female,0,no,no,54,yes,yes,Fiber optic,no,yes,no,no,yes,yes,Two year,yes,Bank transfer (automatic),97.2,5129.45,no
2929-QNSRW,Female,0,yes,no,56,yes,yes,Fiber optic,no,yes,no,no,yes,yes,One year,yes,Electronic check,98.25,5508.35,yes
1262-OPMFY,Female,0,yes,no,9,yes,no,Fiber optic,no,no,yes,no,no,no,Month-to-month,yes,Bank transfer (automatic),75.75,655.9,yes
9504-DSHWM,Male,0,no,no,20,yes,yes,DSL,yes,no,no,yes,no,no,Month-to-month,no,Bank transfer (automatic),59.2,1191.2,no
5035-BVCXS,Male,0,no,no,11,yes,no,Fiber optic,no,yes,no,no,no,no,Month-to-month,yes,Mailed check,75.9,866.4,no
6267-DCFFZ,Female,1,yes,no,30,yes,yes,Fiber optic,no,yes,no,no,yes,no,Month-to-month,yes,Electronic check,90.05,2627.2,no
3533-UVMOM,Male,0,yes,no,68,yes,no,DSL,yes,yes,yes,no,no,yes,Two year,no,Bank transfer (automatic),70.95,4741.45,no
2439-LYPMQ,Male,1,yes,no,38,yes,yes,Fiber optic,no,yes,yes,no,yes,yes,Month-to-month,yes,Electronic check,102.6,4009.2,no
4248-QPAVC,Female,1,yes,no,17,yes,yes,Fiber optic,yes,no,yes,no,no,no,Month-to-month,yes,Bank transfer (automatic),85.35,1463.45,yes
1899-VXWXM,Male,0,no,no,48,yes,yes,Fiber optic,no,yes,yes,no,yes,yes,One year,yes,Credit card (automatic),106.1,5082.8,yes
1478-VPOAD,Female,0,no,no,1,yes,no,DSL,no,no,no,no,no,no,Month-to-month,no,Electronic check,43.8,43.8,no
9995-HOTOH,Male,0,yes,yes,63,no,no phone service,DSL,yes,yes,yes,no,yes,yes,Two year,no,Electronic check,59,3707.6,no
2988-PLAHS,Female,0,no,no,3,yes,no,DSL,no,no,yes,no,yes,yes,One year,yes,Electronic check,69.95,220.45,no
1371-OJCEK,Female,0,no,no,48,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,One year,no,Bank transfer (automatic),24.35,1133.7,no
4999-IEZLT,Male,0,no,no,66,no,no phone service,DSL,no,no,no,yes,no,no,One year,no,Credit card (automatic),29.45,1983.15,no
8883-AnoDQ,Female,0,yes,yes,68,yes,yes,Fiber optic,no,yes,yes,no,no,no,Two year,yes,Credit card (automatic),84.4,5746.75,no
4690-LLKUA,Male,1,no,no,17,yes,no,DSL,no,no,no,no,no,no,Month-to-month,yes,Electronic check,45.05,770.6,yes
2351-RRBUE,Female,0,yes,yes,7,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,One year,no,Mailed check,20.65,134.05,no
5980-BDHPY,Male,0,yes,no,72,yes,yes,DSL,yes,yes,yes,yes,yes,yes,Two year,yes,Bank transfer (automatic),87.1,6230.1,no
1498-DQNRX,Female,0,yes,no,29,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Month-to-month,no,Mailed check,19.85,573.05,no
9469-WEJBT,Male,0,yes,no,37,yes,no,Fiber optic,no,no,yes,yes,no,yes,Month-to-month,yes,Electronic check,90.35,3419.3,no
3331-HQDTW,Female,0,no,no,34,yes,yes,Fiber optic,yes,yes,yes,no,yes,yes,Month-to-month,yes,Mailed check,109.8,3587.25,yes
9490-DFPMD,Female,1,no,no,42,yes,yes,Fiber optic,no,no,no,no,yes,no,Month-to-month,yes,Electronic check,84.65,3541.35,yes
2581-VKIRT,Female,0,yes,yes,59,yes,yes,DSL,yes,yes,no,yes,no,no,One year,no,Mailed check,65.5,3801.3,no
5442-XSDCW,Male,0,yes,yes,11,yes,no,Fiber optic,no,no,no,no,yes,no,Month-to-month,yes,Bank transfer (automatic),79.5,868.5,yes
7426-WEIJX,Male,1,yes,yes,60,yes,yes,Fiber optic,yes,no,no,no,no,no,Month-to-month,yes,Electronic check,80.95,4859.1,no
2851-MMUTZ,Female,0,no,no,27,yes,no,DSL,no,yes,no,yes,no,no,Month-to-month,yes,Mailed check,56.15,1439.35,no
3049-NDXFL,Female,0,no,no,1,yes,yes,Fiber optic,no,no,no,no,no,yes,Month-to-month,no,Mailed check,85.8,85.8,yes
8580-AECUZ,Male,1,no,no,1,yes,no,Fiber optic,no,no,no,no,yes,no,Month-to-month,yes,Electronic check,79.1,79.1,yes
3307-TLCUD,Male,0,yes,no,17,no,no phone service,DSL,yes,no,yes,no,no,no,Month-to-month,no,Mailed check,34.4,592.75,no
6625-FLEno,Male,0,yes,no,58,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,no,Mailed check,20.75,1185.95,no
2967-MXRAV,Male,0,yes,yes,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,One year,no,Mailed check,18.8,18.8,no
7963-GQRMY,Female,0,yes,yes,3,yes,no,DSL,no,no,no,no,no,no,Month-to-month,no,Mailed check,44.3,134.5,yes
8189-HBVRW,Female,0,no,no,53,yes,yes,Fiber optic,yes,yes,yes,no,no,no,Month-to-month,no,Electronic check,90.8,4921.2,no
4163-KIUHY,Male,0,no,no,35,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Month-to-month,yes,Electronic check,25.6,901.25,no
1228-FZFRV,Male,0,yes,yes,50,yes,yes,Fiber optic,yes,no,yes,no,yes,yes,Month-to-month,no,Credit card (automatic),105.95,5341.8,yes
3500-NSDOA,Male,0,yes,yes,68,yes,yes,DSL,no,yes,no,yes,no,yes,Two year,no,Credit card (automatic),70.8,4859.95,no
1171-TYKUR,Male,0,yes,no,47,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Month-to-month,no,Electronic check,25.4,1139.2,no
3761-FLYZI,Female,1,yes,no,65,yes,yes,Fiber optic,no,yes,yes,no,yes,yes,Month-to-month,yes,Bank transfer (automatic),108.8,7082.45,no
2058-DCJBE,Male,0,no,no,5,yes,no,Fiber optic,no,no,no,no,no,no,Month-to-month,yes,Electronic check,69.75,324.6,yes
5364-XYIRR,Male,0,yes,no,51,yes,yes,Fiber optic,no,no,no,no,yes,yes,Month-to-month,yes,Electronic check,94.65,4812.75,yes
4829-AUOAX,Female,0,no,no,46,yes,yes,Fiber optic,no,no,no,no,yes,yes,Month-to-month,no,Bank transfer (automatic),96.05,4399.5,yes
1219-NNDDO,Female,0,no,no,9,yes,yes,Fiber optic,no,no,no,no,no,no,Month-to-month,yes,Electronic check,76.85,663.55,no
8388-DMKAE,Female,0,no,no,8,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,no,Mailed check,20.25,174.65,no
4403-BWPAY,Male,0,no,no,14,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,One year,yes,Credit card (automatic),24.8,321.7,no
9659-QEQSY,Female,0,no,no,45,yes,yes,Fiber optic,yes,yes,yes,yes,yes,yes,Month-to-month,yes,Electronic check,115.65,5125.5,no
5405-ZMYXQ,Female,0,no,no,8,yes,yes,Fiber optic,no,no,no,no,no,no,Month-to-month,yes,Credit card (automatic),74.6,548.9,no
5047-LHVLY,Male,1,no,yes,1,yes,no,DSL,no,no,yes,no,no,no,Month-to-month,yes,Mailed check,50.15,50.15,yes
1442-OKRJE,Male,0,yes,yes,66,yes,no,Fiber optic,yes,yes,yes,no,yes,yes,One year,yes,Bank transfer (automatic),103.15,7031.3,no
4737-AQCPU,Male,0,yes,yes,72,yes,yes,DSL,yes,yes,yes,yes,no,no,Two year,no,Credit card (automatic),72.1,5016.65,no
9158-VCTQB,Female,0,yes,no,41,yes,yes,Fiber optic,yes,yes,yes,yes,yes,yes,Month-to-month,yes,Bank transfer (automatic),113.6,4594.95,yes
2808-CHTDM,Female,0,yes,yes,23,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,no,Mailed check,25.1,611.45,no
6311-UEUME,Female,0,no,no,29,yes,no,Fiber optic,no,no,no,no,yes,no,Month-to-month,yes,Electronic check,78.9,2384.15,yes
0793-TWELN,Female,0,no,no,4,yes,yes,Fiber optic,yes,no,no,no,no,no,Month-to-month,yes,Electronic check,80.15,319.85,no
3283-WCWXT,Male,0,yes,yes,6,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,no,Mailed check,25.4,153.3,no
1060-ENTOF,Female,1,yes,no,67,yes,yes,Fiber optic,yes,yes,yes,yes,no,yes,One year,yes,Credit card (automatic),105.4,7035.6,no
